OBJECTID,Record_ID,Year_Obs,Source,Mangement,LOCDETAILS,GENERALCOMS,x,y
7259,4748,2018,CNDDB,DPR-AUSTIN CREEK SRA,"GILLIAM CREEK, BLACK ROCK CREEK, AND SCHOOLHOUSE CREEK, AUSTIN CREEK STATE RECREATION AREA.",1 ADULT OBSERVED ON 8 MAR 1990. 2 ADULTS AND 1 JUVENILE OBSERVED ON 7 SEP 1994. 4 FROGS FOUND IN 1996. 3 ADULTS OBSERVED ON 18 JUL 2009. ~50 ADULTS OBSERVED IN 2016. ADULTS DETECTED IN JUN & JUL 2017. ADULTS OBSERVED IN 2018.,-265400.221100000024308,64940.350899999997637
7260,110639,2018,CNDDB,PVT,"PENA CREEK DRAINAGE, FROM ITS CONFLUENCE WITH REDWOOD LOG CREEK TO 4.5 MILES UPSTREAM, 7 MILES WEST OF HEALDSBURG.",19 FROGS OBSERVED DURING ELECTROFISHING SURVEYS ON 20 OCT 1998. SEVERAL ADULTS AND MANY LARVAE OBSERVED IN JUL 2015. ADULTS DETECTED ON 2 JUL 2018 DURING FISH SNORKEL SURVEYS.,-260902.660100000008242,74859.365999999994528
7261,112142,2018,CNDDB,UNKNOWN,"UPPER SALMON CREEK, VICINITY OF HAMMOCK HILL, 1.25 MILES NE OF SOULAJULE DAM, 10 MILES NW OF NOVATO.","ACCORDING TO A PERSONAL COMMUNICATION FROM IAN CHAN TO GARCIA AND ASSOC, R. BOYLII ADULTS AND JUVENILES WERE OBSERVED DURING FISH SURVEYS FROM OCT 2006 - OCT 2007. 5 JUVENILES OBSERVED ON 28 AUG 2018.",-239708.894900000013877,20181.580300000001444
7262,107796,2018,CNDDB,UNKNOWN,"VAN DUZEN RIVER NEAR MOUTH OF KNUTZ CANYON, ABOUT 5 MILES SE OF THE COMMUNITY OF DINSMORE.","6 COLLECTED FROM VCINITY ON 1 JUL 1936. 3 ADULTS AND 140 JUVENILES OBSERVED ON 13 OCT 2018. 3 ADULTS, 25 JUVENILES, AND 115 YOUNG-OF-YEAR FOUND DURING 6 DAY PER WEEK CONSTRUCTION MONITORING CONDUCTED BETWEEN 22 SEP AND 13 OCT 2018.",-300419.590199999976903,277531.149399999994785
7263,111088,2018,CNDDB,"BLM, USBOR","NORTH FORK AMERICAN RIVER, JUST NE OF LAKE CLEMENTINE, NEAR LONG POINT, AUBURN STATE RECREATION AREA.",4 ADULTS DETECTED ON 5 JUL 1998. 2 ADULTS FOUND ON 28 MAY 2018.,-83659.596099999995204,106198.104800000000978
7264,113778,2018,CNDDB,UNKNOWN,ALONG EEL RIVER NEAR THE FORTUNA WASTEWATER TREATMENT PLANT.,"12 ADULTS, 91 JUVENILES, AND 83 YOUNG-OF-YEAR FOUND DURING 6 DAY PER WEEK CONSTRUCTION MONITORING CONDUCTED BETWEEN 15 SEP AND 20 OCT 2018.",-352296.973899999982677,293490.491800000017975
7265,111369,2013,CNDDB,BLM,"COBBS CREEK, ABOUT 1 MILE SE OF BIG OAK FLAT, EAST OF DON PEDRO RESERVOIR.",3 ADULTS OBSERVED IN 2010. 1 ADULT AND 5 JUVENILES OBSERVED ON 15 OCT 2013.,-21552.812200000000303,-22599.747299999999086
7266,107444,2018,CNDDB,HUM COUNTY,"VAN DUZEN RIVER AT VAN DUZEN COUNTY PARK, JUST SOUTH OF STRONGS STATION.","10 COLLECTED IN 1964-1965. COLLECTED IN 1967. 4 COLLECTED IN 2004, 4 IN 12 NOV 2005, AND 3 ON 15 JUL 2006. 5 ADULTS AND 6 JUVENILES OBSERVED ON 10 NOV 2018.",-336848.953099999984261,281791.912599999981467
7267,41748,2015,CNDDB,DPR-HUMBOLDT REDWOODS SP,"SOUTH FORK EEL RIVER, S OF DECKER CREEK AND N OF CANOE CREEK, HUMBOLDT REDWOODS STATE PARK.","COLLECTED IN 1953. 2 ADULTS & 1 SUBADULT OBSERVED IN 1994. 50 TO 80 METAMORPHOSED JUVENILES IN 1999. 1 ADULT, MANY TADPOLES & 2 INDIVIDUALS IN 2000. 6 FOUND IN 2001. 2 IN 2005. 40 EGG MASSES IN 2015.",-333552.298899999994319,262712.770000000018626
7268,42642,2016,CNDDB,USFS-TAHOE NF,"NORTH FORK MIDDLE FORK AMERICAN RIVER, SKUNK CANYON, AND EL DORADO CREEK, TAHOE NATIONAL FOREST, SW OF MICHIGAN BLUFF.","MANY DETECTIONS HAVE BEEN MADE ALONG PORTIONS OF THESE DRAINAGES, INCLUDING IN 1973, 1992, 1996, 1997, 1998, 2002, 2005, 2007, 2009, 2013, AND 2016.",-61677.889499999997497,113034.004100000005565
7269,54624,2016,CNDDB,USFS-LASSEN NF,"DEER CREEK, FROM 1.3 AIR MILE NE TO 1 MI SW OF BEAVER CREEK, AND BEAVER CREEK UP TO ROAD 28N29, LASSEN NATIONAL FOREST.","MOST LIFE STAGES FOUND EACH YEAR FROM 1994 TO 2001. LARVA & 2 ADULTS COLLECTED MAY 2003. AT LEAST 2 ADULTS, EGG MASS & LARVA FOUND 9 AUG 2005. 1 ADULT ON 17 JUN 2006. 1 ADULT & 1 JUVENILE ON 29 SEP 2016.",-144016.736700000008568,231009.261300000012852
7270,48990,2016,CNDDB,USFS-ELDORADO NF,"4 MI STRETCH OF MIDDLE FORK AMERICAN RIVER, UPSTREAM OF RUBICON RIVER, NE OF OXBOW RESERVOIR, ELDORADO NATIONAL FOREST.","4 ADULTS, 6 SUBADULTS &1 JUVENILE FOUND IN 2002. 5 ADULTS, 29 JUVENILES, 2 LARVAE & 2 EGG MASSES IN 2007. 4 ADULTS & 1 EGGMASS OBS IN 2009. EGGS COLLECTED ON 16 JUN 2010. ALSO DETECTED IN 2001, 2005, AND 2016.",-60709.313600000001315,111230.210500000001048
7271,63331,2012,CNDDB,NPS-WHISKEYTOWN NRA,"WILLOW CREEK AND UPSTREAM TRIBUTARIES, INCLUDING CRYSTAL CREEK, CLEAR CREEK, AND MILL CREEK, WHISKEYTOWN NRA.","1 AD OBS, 1986. 2 AD, 2 SUBAD, 89 LAR, 1994. 2 AD, 1 SUB, 432 LAR, 2 EGG MASSES, 1995. 10 AD, ~50 LAR 1, 2003. 23 AD, 207 METAMORPHS, 2004. 19 AD, 107 JUV, 156 TAD, 1 UNK, 2005. 8 COLLECTED IN 2002; 1 IN 2003. 1 JUV, 100S METAMORPHS, 2012",-223337.632099999987986,297595.123599999991711
7272,90252,2011,CNDDB,UCNR-BLUE OAK RANCH RESERVE,"ARROYO HONDO, ABOUT 1.5 MILES SSW OF THE MT DAY SUMMIT AND 2.6 MILES W OF CHERRY FLAT DAM; BLUE OAK RANCH RESERVE.","SURVEYOR'S SINGLE FIELD SURVEY FORM & PHOTOS ONLY STATE THE YEARS ""1997-2011"" NOTING THAT 10 ADULTS & 1 EGG MASS HAD BEEN DETECTED, THAT THE SITE IS USED FOR REPRODUCTION, & THAT THEY'VE BEEN OBSERVED SEVERAL TIMES. FURTHER DETAILS NEEDED.",-150210.300500000012107,-68675.909400000004098
7273,42654,2017,CNDDB,USFS-PLUMAS NF,"ALONG SLATE CREEK AND GOLD RUN CREEK, E OF FENEY RAVINE AND W OF POVERTY HILL, PLUMAS NATIONAL FOREST.","ADULTS AND LARVAE COLLECTED IN 1998. DETECTED IN 1999, 2000, 2001 & 2014. 1 FROG FOUND AND CONFIRMED RANA BOYLII VIA DNA IN 2016. 2 ADULTS DETECTED IN SEP 2017.",-88117.221699999994598,178022.770599999988917
7274,74930,2015,CNDDB,USFS-ELDORADO NF,"NEAR THE CONFLUENCE OF LONG CANYON AND RUBICON RIVER, ELDORADO NATIONAL FOREST, 10 MILES NE OF GEORGETOWN.","DETECTIONS OF ALL LIFE STAGES, INCLUDING SEVERAL TO DOZENS OF ADULTS, AND UP TO THOUSANDS OF LARVAE, VARIOUSLY FOUND DURING SURVEYS IN 1993, 1996, 1998, 2005, 2007, 2009, 2013, 2014, AND 2015.",-60078.614000000001397,107862.112299999993411
7275,42194,2018,CNDDB,SFPUC,"3 MILE STRETCH OF ARROYO HONDO, JUST UPSTREAM FROM CALAVERAS RESERVOIR, NE OF SAN JOSE.","2+ IN 1994. 130 AD, 77 UNK, 22 JUV, 3 EM IN 2002-2013. ~5 AD, ~5 JUV, 6 UNK, ~100 EM IN 2014. 25 AD, 1 JUV, ~650 LARV, 72 EM IN 2015. 2 AD, 2 JUV, 45 EM IN 2016. 24 AD, 1 JUV, 1 LARVA, 174 EM IN 2017. 29 AD, 4 JUV, 180 LAR, 127 EM IN 2018.",-157509.721099999995204,-59537.297100000003411
7276,70484,2016,CNDDB,"BLM, NEVADA IRRIGATION DIST","BEAR RIVER & STEEPHOLLOW CREEK, FROM THEIR CONFLUENCE TO 1.3 & 1.7 MI UPSTREAM, RESPECTIVELY; 1.2 MI W OF GOLD RUN.","2 ADULTS & 500 JUVENILES OBSERVED IN 2002. UP TO 49 ADULTS & 1885 JUVS OBS, 2003. UP TO 444 AD, 2,082 JUVS, 1,697 LARV, 15 EGGMASSES IN 2008. 10 LARV, 12 AUG 2009. 5 AD, 11 JUV & 135 LARV, 2010. UP TO 20 AD & 41 JUV, 2016.",-76561.205900000000838,129317.296100000006845
7277,74986,2018,CNDDB,USFS-TAHOE NF,"NEAR MIDDLE YUBA RIVER AT OUR HOUSE DAM AND INDIAN CREEK, SE OF CAMPTONVILLE, TAHOE NATIONAL FOREST.","DETECTIONS OF ALL LIFE STAGES, INCLUDING SEVERAL TO DOZENS OF ADULTS, AND UP TO THOUSANDS OF LARVAE, VARIOUSLY FOUND DURING SURVEYS IN 1996, 2000, 2008, 2009, 2012, 2015, 2016, AND 2018.",-83885.115000000005239,156165.709600000001956
7278,18950,2017,CNDDB,"SCL COUNTY, PVT","SMITH CREEK, SULPHUR CREEK, AND INDIAN CREEK, SW OF MOUNT HAMILTON, JOSEPH D. GRANT COUNTY PARK.","NUMEROUS OBSERVATIONS AND/OR COLLECTIONS, TYPICALLLY OF ONLY A FEW INDIVIDUALS OR A FEW EGG MASSES, WERE VARIOUSLY MADE HERE IN 1900, 1950, 1965, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1999, 2011, 2012, 2013, 2014, 2015, AND 2017.",-146208.719000000011874,-76345.585300000006100
7279,42131,2015,CNDDB,"SCL COUNTY, SCVWD, DPR","DEXTER CANYON AND COYOTE CREEK, PALASSOU RIDGE OPEN SPACE PRESERVE, NE OF GILROY.","COLLECTED IN 1953 & 2002. SEEN IN 1999. 20+ ADULTS, 50+ JUVENILES IN 2000. 100 EGG MASSES, 29 JUVENILES, 32 ADULTS IN 2004-2005. 96 SEEN IN 2006-2007. 8 ADULTS, 12 JUVENILES, 45 EGG MASSES IN 2010-15.",-132609.165799999987939,-103219.285000000003492
7280,8124,2011,CNDDB,USFS-SIX RIVERS NF,"PATRICK CREEK, FIRST MILE N OF MIDDLE FORK SMITH RIVER, SIX RIVERS NATIONAL FOREST.","COLLECTED IN 1955, 1956, & 1985. 2 FOUND BETWEEN JUN AND AUG 1990. 2 OF UNKNOWN SEX FOUND WITHIN THE FIRST MILE OF STREAM BETWEEN 19 AUG TO 9 SEP 1991. 13 FOUND IN AUG 1992. DETECTED IN 2011.",-320346.858499999972992,435994.089500000001863
7281,109355,2017,CNDDB,CDF-JACKSON SF,"NORTH FORK BIG RIVER, W OF CHAMBERLAIN CREEK AND E OF JAMES CREEK CONFLUENCE, JACKSON DEMONSTRATION STATE FOREST.","COLLECTED ON 28 NOV 1959, 7 MAR 1965, 25 JUN 1967, 20 MAY 1968, AND 20 MAR 1989. 71 ADULTS OR SUBADULTS, ~100 TADPOLES, AND 5 EGG MASSES FOUND ALONG NF BIG RIVER BETWEEN 4 MAY AND 16 JUN 2017.",-304277.045999999972992,153607.496199999994133
7282,107973,2018,CNDDB,USFS-SHASTA-TRINITY NF,"ALONG PIT RIVER BETWEEN BLACKBERRY CREEK & MALINDA GULCH, SHASTA-TRINITY NATIONAL FOREST, 9 MILES NW OF TOWN OF BURNEY.","EGG MASSES, LARVAE, METAMORPHS, AND ADULTS WERE VARIOUSLY DETECTED DURING SURVEYS HERE IN 2002, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, AND 2018.",-151406.398799999995390,328278.583199999993667
7283,111074,2016,CNDDB,USFS-TAHOE NF,"ALONG SHIRTTAIL CANYON AND PAGGE CREEK, SOUTH OF SUGAR PINE RESERVOIR, TAHOE NATIONAL FOREST.","DETECTED IN 1993, 1994, 2001, AND 2016.",-68662.646800000002258,122880.948199999998906
7284,111991,2018,CNDDB,PVT,"VAN DUZEN RIVER, FROM 0.3 TO 1.9 MILES UPSTREAM OF ITS CONFLUENCE WITH YAGER CREEK, NEAR CARLOTTA.",201 LARVAE AND 4 ADULTS CAUGHT AND RELEASED ON 29 JUN 2017. 137 JUVENILES OBSERVED ON 30 OCT 2018.,-343571.063399999984540,286599.856599999999162
7285,75400,2012,CNDDB,"USFS-TAHOE NF, PVT","NEAR THE CONFLUENCE OF OREGON CREEK AND MIDDLE YUBA RIVER, EAST OF NEW BULLARDS BAR RESERVOIR.","DETECTIONS OF A FEW TO DOZENS OF INDIVIDUALS FROM VARIOUS AGE CLASSES WERE MADE DURING MULTIPLE PARTIAL SURVEYS OF THIS AREA IN 1993, 1996, 1999, 2000, 2002, 2003, 2009, 2011, AND 2012.",-92564.529299999994691,153622.845700000005309
7286,75180,2018,CNDDB,PVT,"ALONG WARD CREEK FROM CONFLUENCE WITH BIG OAT CREEK TO 2.8 MILES UPSTREAM OF CONFLUENCE, ABOUT 3 MILES WEST OF CAZADERO.",5 FROGS DETECTED DURING ELECTROFISHING SURVEYS ON 10 SEP 1996. DETECTED ON 19 JUL 2017. ADULTS DETECTED ON 8 AUG 2018 DURING FISH SNORKELING SURVEYS.,-273299.620500000019092,62413.543100000002596
7287,33610,2017,CNDDB,BLM,"ALONG SHERLOCK CREEK FROM MERCED RIVER MOUTH TO ABOUT 1 MILE UPSTREAM OF LYONS GULCH, SW OF LAKE MCCLURE.","COLLECTED 8 JUL 1980. 1 ADULT FOUND ON 22 MAR 1998. MANY FOUND 20 SEP 2005, LARVAE AND ADULTS ON 28 AUG 2008, 3 ADULTS & 7 JUVENILES ON 28 AUG 2009, 15 LARVAE IN JUL 2010. 6 INDIVIDUALS FOUND & SPECIES DETECTED VIA EDNA IN MAY 2017.",-4580.190899999999601,-48168.331599999997707
7288,70148,2017,CNDDB,"USFS-PLUMAS NF, PVT",ALONG NORTH FORK FEATHER RIVER AND FLEA VALLEY CREEK NEAR THE COMMUNITY OF PULGA.,"A GREAT MANY DETECTIONS WERE MADE DURING A NUMBER OF STUDIES ALONG THIS LONG STRETCH OF RIVER, FROM SINGLE INDIVIDUALS TO HUNDREDS FOUND (DEPENDING UPON THE EXTENT OF THE SURVEY) AT VARIOUS TIMES BETWEEN 1994 AND 2017.",-124095.447199999995064,199623.986800000013318
7289,47862,2018,CNDDB,"PVT-PGE, SIERRA PACIFIC, USFS","NORTH FORK MOKELUMNE RIVER, BLUE CREEK AND CAMP CREEK, WEST OF SALT SPRINGS RESERVOIR.","NUMEROUS ADULTS, JUVENILES, LARVAE, AND EGG MASSES WERE FOUND DURING MULTIPLE SURVEYS IN 2001, 2002, 2003, AND 2009. COLLECTED IN 2015. DETECTED IN 2013, 2014, 2017, AND 2018.",-32109.343300000000454,50003.166100000002189
7290,108408,2015,CNDDB,USFS-PLUMAS NF,"CONCOW CREEK AND UNNAMED EASTERN TRIBUTARY, ABOUT 3 MILES EAST OF MAGALIA.",10 DETECTED IN 2005. DETECTED IN 2006. 34 FOUND IN 2009. DETECTED ON 4 AUG 2015.,-129978.877600000007078,199132.303000000014435
7291,110724,2018,CNDDB,"DPR, SON COUNTY, PVT","ALONG SANTA ROSA CREEK, FROM 0.2 MILE UPSTREAM TO 2.4 MILES DOWNSTREAM OF CONFLUENCE WITH SALT CREEK, E OF SANTA ROSA.","RECORDINGS OF ADULT FROGS MADE IN APRIL & MAY 1991. FROGS COMMON IN THIS AREA ON 18 OCT 1999. 2 ADULTS DETECTED ON 2 MAR 2016. ADULTS DETECTED ON 31 JUL 2017, 1 AUG 2017, AND 18 JUL 2018.",-224861.659600000013597,54409.825599999996484
7292,63323,2018,CNDDB,DPR-RICHARDSON GROVE SP,"NORTH CREEK AND SOUTH FORK EEL RIVER, RICHARDSON GROVE STATE PARK.","COLLECTED FROM VICINITY, MOST LIKELY BETWEEN 1950S-1970S. 2 ADULTS OBSERVED ON 7 OCT 2005. 889 EGG MASSES FOUND IN MAY 2012. 6 ADULTS AND 21 SUBADULTS OBSERVED IN OCT 2018.",-322424.885999999998603,226887.532000000006519
7293,110636,2018,CNDDB,PVT,"WOODS CREEK DRAINAGE, FROM CONFLUENCE WITH PENA CREEK TO 2.2 MILES SOUTH OF CONFLUENCE, 9 MILES WEST OF HEALDSBURG.",OVER 20 LARVAE AND BETWEEN 1 AND 5 ADULTS OBSERVED ON 21 JUL 2015. ADULTS DETECTED ON 22 JUL 2015. DETECTED ON 28 JUN 2017 AND IN AUG 2017. ADULTS DETECTED ON 2 JUL 2018 DURING FISH SNORKELING SURVEYS.,-263454.808100000023842,71376.478499999997439
7294,110714,2018,CNDDB,"SON COUNTY, PVT","ALONG MARK WEST CREEK, FROM ITS CONFLUENCE WITH PORTER CREEK TO 2.5 MILES UPSTREAM OF THE CONFLUENCE, N OF SANTA ROSA.",6 ADULTS AND 52 JUVENILES DETECTED IN MAR 2016. DETECTED ON 26 JUN 2017. ADULTS DETECTED ON 30 JUL 2018 DURING SNORKEL SURVEYS.,-234197.016499999997905,62429.561600000000908
7295,76047,2014,CNDDB,PVT,"ALONG SULPHUR CREEK; 0.6 MI W OF SULPHUR CREEK AT HEATH CANYON, 1.4 MI S OF ST HELENA DAM LOWER, SW OF ST HELENA.",1 COLLECTED ON 17 MAY 1969 & 4 ON 4 AUG 1970. 1 ADULT AND 3 JUVENILES OBSERVED ON 11 OCT 2012. 2 JUVENILES & 729 LARVAE RELOCATED ON 25 JUL; 39 LARVAE & 3 FROGLETS ON 28 JUL; 185 LARVAE & 2 FROGLETS ON 30 JUL; 30 LARVAE ON 1 AUG 2014.,-217791.558199999999488,55536.521699999997509
7296,107301,2018,CNDDB,PVT-GREEN DIAMOND RESOURCE CO,"MAD RIVER, NEAR THE CONFLUENCE OF VINCENT CREEK AND CANON CREEK AT CAMP FOUR FLAT, ABOUT 3 MILES S OF CITY OF BLUE LAKE.","ELECTROFISHING DETECTIONS IN 2005-2007. IN ADDITION TO OTHER LIFE STAGES, EGG MASS COUNTS BY YEAR: 89 (2008), 728 (2009), 233 (2010), 138 (2011), 535 (2012), 477 (2013), 275 (2014), 744 (2015), 868 (2016), 1,469 (2017), 944 (2018).",-333340.699499999987893,319939.122600000002421
7297,70145,2017,CNDDB,"USFS-PLUMAS NF, UNKNOWN","NORTH FORK FEATHER RIVER FROM ARCH ROCK TO 1.4 MILES DOWNSTREAM OF ARCH ROCK, PLUMAS NATIONAL FOREST.","COLLECTED IN 1952. A GREAT MANY DETECTIONS WERE MADE DURING A NUMBER OF STUDIES ALONG THIS LONG STRETCH OF RIVER, FROM SINGLE INDIVIDUALS TO HUNDREDS FOUND (DEPENDING UPON THE EXTENT OF THE SURVEY) AT VARIOUS TIMES BETWEEN 1994 AND 2017.",-119828.877800000002026,203874.552900000009686
7298,43064,2017,CNDDB,PVT-CALPINE CORP,"SQUAW CREEK NE OF BIG SULPHUR CREEK AND SW OF HUMMINGBIRD CREEK, 8 MILES EAST OF CLOVERDALE.","20 ADULTS OBSERVED IN 1998. 12 FROGS IN 2001. 2 JUVENILES COLLECTED ON 22 JUL 2006. 4 ADULTS AND 5 LARVAE OBSERVED ON 6 AUG 2008. 4 CAUGHT AND RELEASED ON 27 AUG 2014, 33 ON 1 SEP 2015, 22 ON 1 SEP 2016, AND 124 ON 30 AUG 2017.",-249041.393600000010338,94366.572400000004563
7299,75689,2018,CNDDB,MARIN MWD,"BIG CARSON CREEK AND TRIBUTARIES, UPSTREAM OF KENT LAKE, ABOUT 2 MILES SW OF THE TOWN OF WOODACRE.","COLLECTED NEAR HERE IN 1952. COLLECTED FROM BIG CARSON CREEK IN 1967. ALL LIFE STAGES DETECTED IN 1996, 1997, 1999, 2000, AND 2002-2008 (FELLERS); AND FROM 2009-2018 (GARCIA & ASSOC).",-233458.145400000008522,513.923400000000015
7300,75539,2014,CNDDB,NPS-REDWOOD NP,"REDWOOD CREEK; E OF PRAIRIE CREEK & N OF MCARTHUR CREEK, ABOUT 1.3 MI NE OF ORICK, REDWOOD NATIONAL AND STATE PARK.","COLLECTED IN 1946; 10 IN 1964-65 & 11 IN 2004-07. 10 ADULTS, 8 SUBADULTS & 135 LARVAE FOUND IN 1993; 8 AD, 207 SUBAD & 955 LARV IN 1994; & 1 AD & 7 SUBAD IN 1995; 27 IN 2006; 24 IN 2014. 99 EGGMASSES FOUND IN 2011; 60 EGGMASSES IN 2012.",-337772.116299999994226,370758.498100000026170
7301,42216,2016,CNDDB,"UCNR, BLM, DFG","COLD CANYON CREEK AND WILD HORSE CANYON, SE OF LAKE BERRYESSA.",DETECTED IN 1981. 100+ LARVAE OBSERVED ON 25 JUN 1999. 2 ADULTS ON 5 JUN 2004. 25+ ADULT AND SUBADULT FROGS ON 11 JUN 2006. 1 ADULT ON 8 JUN 2008. 20 ADULTS AND 550 LARVAE BETWEEN MAR AND JUL 2012. 6 JUVENILES ON 28 AUG 2016.,-182305.943499999993946,55044.021899999999732
7302,47860,2018,CNDDB,"PVT-PGE, USFS","NORTH FORK MOKELUMNE RIVER, 1 MILE WEST OF DEVILS NOSE, WEST OF SALT SPRINGS RESERVOIR.","NUMEROUS ADULTS, JUVENILES, LARVAE, AND EGG MASSES WERE FOUND DURING MULTIPLE SURVEYS IN 2001, 2002, 2003, 2005, 2007, 2008, 2009, 2013, 2014, 2017, AND 2018.",-38290.939400000002934,49823.564899999997579
7303,43052,2017,CNDDB,DPR-HUMBOLDT REDWOODS SP,"BULL CREEK, SW OF ALBEE CREEK AND N OF CUNEO CREEK, HUMBOLDT REDWOODS STATE PARK.","COLLECTED IN 1954 & 1967. 88 EGGMASSES, 18 ADULTS, & 17 JUVENILES DURING VISITS IN APR, MAY, & JUN 2000 BY SHAFER. 191 FOUND IN 2000 & 94 FOUND IN 2001 BY ASTON. 2 FOUND ON 27 AUG 2005. 355 EGGMASSES FOUND IN 2012. 12 FOUND ON 1 OCT 2017.",-340899.812500000000000,266747.898800000024494
7304,52379,2018,CNDDB,"USFS-SIERRA NF, PVT-SCE","LOWER 2 MILES OF JOSE CREEK, SOUTH OF SAN JOAQUIN RIVER, SIERRA NATIONAL FOREST.","NUMEROUS DETECTIONS OF ADULTS, SUBADULTS, LARVAE AND EGG MASSES WERE MADE DURING MULTIPLE SURVEYS ALONG THIS STRETCH OF DRAINAGE IN 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2002, 2003, 2004, 2005, 2006, 2007, 2015, 2016, 2017, AND 2018.",54840.979500000001281,-97230.689799999992829
7305,70436,2015,CNDDB,"BLM, DPR, USFS","SOUTH YUBA RIVER AND TRIBUTARIES NEAR HUMBUG CREEK, SOUTH OF MALAKOFF DIGGINS STATE HISTORIC PARK.","7 ADULTS DETECTED IN 1993. 3 JUVENILES OBSERVED ON 3 APR 2004. 40 ADULTS, 281 JUVENILES, 24 LARVAE, 6 EGG MASSES IN 2008. 25 ADULTS, 9 JUVENILES, 400 LARVAE, 16 EGG MASSES IN 2009. 1 ADULT IN 2013. 15 ADULTS ON 4 MAY 2015.",-79993.621499999993830,147202.637599999987287
7306,107093,2016,CNDDB,"USFS-KLAMATH NF, PVT","NEAR SAWYERS BAR, ALONG NORTH FORK SALMON RIVER BETWEEN CROOKS GULCH AND RATTLESNAKE GULCH, KLAMATH NATIONAL FOREST.","LARVAE, METAMORPHS, SUBADULTS, AND ADULTS WERE VARIOUSLY DETECTED IN 1993, 2002, 2006, 2011, 2014, AND 2016.",-259961.675799999997253,368616.462899999984074
7307,113178,2017,CNDDB,PVT,"2 MI STRETCH OF SQUAW CREEK, EAST OF BLACK OAKS,  MAYACMAS MOUNTAINS, 11 MILES EAST OF CLOVERDALE.","1 DEAD FROG FOUND ON 23 OCT 2001. 3 CAUGHT AND RELEASED ON 26 AUG 2014, 7 ON 31 AUG 2015, 17 ON 31 AUG 2016, AND 20 ON 29 AUG 2017.",-244259.559799999988172,93844.024399999994785
7308,75548,2012,CNDDB,NPS-REDWOOD NP,"ALONG REDWOOD CREEK; ABOUT 1.2 MI NNE OF BARD CREEK CONFLUENCE; ABOUT 3.5 MI SE OF ORICK, REDWOOD NP.","12 ADULTS, 2 SUBADULTS, 250 LARVAE OBSERVED IN 1993; 2 ADULTS & 3 SUBADULTS ON 17 JUN 1994. 2 COLLECTED IN 2000S FOR GENETIC ANALYSIS. 98 EGG MASSES FOUND ON 7 JUN 2012.",-337197.087899999984074,364537.201799999980722
7309,49989,2018,CNDDB,"USFS-SHASTA-TRINITY NF, PVT","SACRAMENTO RIVER, FROM 1.4 MILES UPSTREAM TO 0.5 MILE DOWNSTREAM OF CAMPBELL CREEK CONFLUENCE, NORTH OF SHASTA LAKE.",1 COLLECTED IN 1922. UNKNOWN NUMBER FOUND IN 1993. ABOUT 50 SUBADULTS FOUND ON 13 OCT 2002. 1 ADULT AND 1 TADPOLE FOUND ON 10 JUL 2003. 20-30 JUVENILES FOUND ON 26 SEP 2006. 1 ADULT OBSERVED AT MOUTH OF LITTLE DOG CREEK ON 3 JUL 2018.,-203358.180200000002515,327340.756700000027195
7310,110073,2016,CNDDB,USFS-TAHOE NF,"NEAR THE CONFLUENCE OF HUMBUG CREEK AND NORTH YUBA RIVER, TAHOE NATIONAL FOREST, ABOUT 8 MILES WSW OF DOWNIEVILLE.","COLLECTED IN 1960. DETECTED IN 1993, 1997, 1998, AND 2001. 22 EGG MASSES, HUNDREDS OF TADPOLES AND 12 FROGS FOUND IN 2012. ADULT PHOTOGRAPHED IN 2014. 1 EGG MASS AND 1 JUVENILE OBSERVED IN 2013. 10 INDIVIDUALS OBSERVED IN 2015; 5 IN 2016.",-83331.074800000002142,166760.907999999995809
7311,108177,2014,CNDDB,"PVT, BLM","SOUTH FORK COTTONWOOD CREEK AT HENSLEY CREEK, EAST OF YOLLA BOLLY-MIDDLE EEL WILDERNESS.",AT LEAST 1 FROG SEEN APPROXIMATELY EVERY 3 FEET OVER A 2 MILE LENGTH OF CREEK. OVER 150 ADULTS CAPTURED AND RELEASED UPSTREAM BETWEEN 4 AUG AND 17 SEP 2014.,-231410.714999999996508,237229.993599999987055
7312,74910,2016,CNDDB,"DPR-AUBURN SRA, BLM","NORTH FORK AMERICAN RIVER AT SHIRTTAIL CANYON AND BUNCH CANYON, AUBURN STATE RECREATION AREA, WEST OF FORESTHILL.","DETECTED ON 18 JUL 1975. 36 ADULTS & 45 JUVENILES ON 18 MAY 2007. 40 ADULTS, 37 JUVENILES, 5550 LARVAE ON 4 JUN 2007. 104 ADULTS, 393 JUVENILES, 74 LARVAE ON 20 AUG 2007. 11 ADULTS ON 17 MAY 2008. 15 DETECTED 13 JUN 2016. 14 ON 21 JUL 2016.",-78080.393299999996088,114164.416800000006333
